match_id,team1_score,team1_total_wins_against_team2,team2_total_wins_against_team1,team1_wins_against_team2_last_three,team2_wins_against_team1_last_three,team1_form_last_5,team2_form_last_5,team1_last_5_avg_score,team1_last_5_runs_conceded,team2_last_5_avg_score,team2_last_5_runs_conceded,team1_chasing_win_rate,team1_defending_win_rate,team2_chasing_win_rate,team2_defending_win_rate,venue_avg_score,chasing_win_rate_venue,team1_win_rate_at_venue,team2_win_rate_at_venue,winner_slot,toss_winner_slot
419151,151,3,3,2,1,2,2,150.8,168.0,167.6,174.6,0.462,0.5,0.444,0.5,148.25,0.0,0.5,0.0,1,0
419152,183,2,3,1,2,3,3,162.2,147.6,165.4,139.6,0.667,0.455,0.667,0.455,168.17,1.0,0.833,0.0,1,1
419153,139,1,3,1,2,2,3,171.8,173.4,174.2,168.2,0.75,0.4,0.25,0.643,168.96,0.25,0.0,0.5,0,1
419154,130,3,2,1,2,2,2,159.4,183.6,163.0,172.4,0.727,0.75,0.4,0.5,152.06,0.6,0.889,0.0,0,1
419155,112,3,2,2,1,4,2,170.8,160.6,158.8,148.8,0.25,0.643,0.667,0.455,166.81,0.25,0.538,1.0,0,1
419156,174,4,1,2,1,3,3,161.6,161.2,149.6,159.4,0.556,0.3,0.462,0.5,0.0,0.0,0.0,0.0,0,0
419157,191,2,3,1,2,3,2,166.0,143.8,152.6,162.2,0.667,0.5,0.4,0.5,153.12,0.636,1.0,0.385,1,0
419158,132,3,1,1,1,2,2,161.2,172.4,172.2,166.6,0.727,0.667,0.75,0.375,144.88,1.0,1.0,0.583,0,1
419159,192,0,5,0,2,3,3,160.2,160.0,160.8,151.0,0.556,0.3,0.25,0.6,176.0,1.0,0.0,0.0,0,0
419160,145,2,4,2,1,4,2,162.2,158.6,143.8,147.0,0.5,0.5,0.667,0.455,160.04,0.4,0.0,0.583,1,1
419161,133,5,0,3,0,3,2,168.6,147.6,162.6,161.6,0.667,0.5,0.75,0.375,143.92,1.0,1.0,0.615,0,1
419162,184,3,3,2,1,3,2,167.0,141.6,150.0,163.6,0.667,0.462,0.364,0.5,146.0,0.5,0.75,0.0,1,1
419163,142,2,4,1,2,3,5,150.6,144.8,159.8,153.6,0.4,0.6,0.5,0.538,148.93,0.5,0.0,0.333,1,1
419164,82,4,3,3,0,4,2,143.4,145.2,143.0,163.2,0.5,0.538,0.364,0.5,145.69,0.5,0.25,0.0,0,1
419165,168,3,3,2,1,3,4,146.0,137.4,173.0,139.8,0.4,0.625,0.667,0.5,138.83,0.5,0.5,0.8,1,1
501198,153,4,1,2,1,4,3,152.0,138.8,149.6,147.4,0.4,0.647,0.75,0.375,162.93,0.25,0.5,0.0,1,1
