match_id,team1_score,venue_avg_score,chasing_win_rate_venue,team1_win_rate_at_venue,team2_win_rate_at_venue,team1_total_wins_against_team2,team2_total_wins_against_team1,team1_wins_against_team2_last_three,team2_wins_against_team1_last_three,team1_chasing_win_rate,team1_defending_win_rate,team2_chasing_win_rate,team2_defending_win_rate,team1_form_last_5,team2_form_last_5,team1_last_5_avg_score,team1_last_5_runs_conceded,team2_last_5_avg_score,team2_last_5_runs_conceded,winner_slot,toss_winner_slot
419119,151,210.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.5714285714285714,0.5,0.4285714285714285,0.5714285714285714,2,3,177.0,158.0,143.6,144.0,0,1
419120,171,167.0,0.0,1.0,0.0,1.0,4.0,1.0,2.0,0.4545454545454545,0.5,0.6666666666666666,0.2857142857142857,4,2,161.4,154.8,149.2,169.0,1,1
419122,155,181.5,0.0,0.0,0.5,0.0,4.0,0.0,3.0,0.75,0.3,0.5714285714285714,0.4444444444444444,3,2,128.4,143.6,178.6,160.0,0,1
419123,171,146.33333333333334,0.7142857142857143,0.3333333333333333,1.0,3.0,2.0,2.0,1.0,0.4285714285714285,0.5714285714285714,0.3333333333333333,0.6363636363636364,3,2,144.8,145.0,159.0,153.8,1,0
419124,183,171.3125,0.5,0.0,0.75,2.0,2.0,1.0,2.0,0.8,0.6666666666666666,0.625,0.375,1,0,142.0,136.6,147.4,154.4,1,0
419128,183,147.0,0.625,1.0,0.4,3.0,1.0,2.0,1.0,0.6666666666666666,0.2857142857142857,0.4285714285714285,0.5714285714285714,2,4,150.8,172.4,151.6,143.4,1,0
419125,180,172.83333333333334,0.0,0.0,0.6666666666666666,2.0,2.0,1.0,2.0,0.25,0.6363636363636364,0.5714285714285714,0.4444444444444444,2,3,156.8,158.2,180.4,160.8,0,0
419126,148,146.25,1.0,0.0,0.5,1.0,3.0,1.0,2.0,0.4545454545454545,0.5454545454545454,0.8,0.6666666666666666,4,2,164.8,156.4,158.4,146.6,0,1
419127,183,170.88888888888889,0.4,0.0,0.6666666666666666,2.0,2.0,2.0,1.0,0.75,0.2727272727272727,0.5555555555555556,0.375,2,0,139.0,154.6,159.4,167.8,1,1
419129,177,147.33333333333334,1.0,0.6666666666666666,0.0,3.0,2.0,1.0,2.0,0.8,0.6666666666666666,0.25,0.6363636363636364,3,2,147.0,133.8,161.0,156.4,1,1
419130,172,144.9,0.6,0.6666666666666666,0.5,1.0,3.0,1.0,2.0,0.625,0.4444444444444444,0.4545454545454545,0.5,4,3,183.6,163.6,165.8,159.2,1,0
419131,177,166.5,0.4,0.5,0.0,2.0,1.0,2.0,1.0,0.6666666666666666,0.2857142857142857,0.75,0.3333333333333333,2,2,158.2,177.2,143.4,153.4,1,1
419132,163,174.75,1.0,0.0,0.75,3.0,1.0,2.0,1.0,0.5555555555555556,0.375,0.625,0.4444444444444444,0,4,159.8,175.2,175.6,148.2,0,0
419133,161,164.27777777777777,0.25,1.0,0.3333333333333333,4.0,2.0,3.0,0.0,0.375,0.5714285714285714,0.25,0.6363636363636364,4,1,157.8,152.8,160.2,170.0,0,1
419134,188,165.44444444444446,0.4,0.5555555555555556,0.0,3.0,3.0,2.0,1.0,0.6666666666666666,0.375,0.8,0.7142857142857143,2,4,165.2,176.4,154.2,137.4,1,1
419135,181,132.61111111111111,1.0,0.5555555555555556,0.0,3.0,2.0,1.0,2.0,0.75,0.3333333333333333,0.4166666666666667,0.5,1,3,143.6,161.8,162.0,161.4,1,1
419136,181,170.15,0.4,0.6,0.0,3.0,2.0,1.0,2.0,0.5555555555555556,0.375,0.375,0.5,0,3,151.8,167.2,149.2,144.6,0,1
419137,246,164.0,0.25,0.4,1.0,2.0,4.0,2.0,1.0,0.25,0.6363636363636364,0.8,0.7142857142857143,1,4,154.6,165.2,160.0,156.4,1,1
419138,178,172.5,1.0,0.8,0.0,2.0,3.0,1.0,2.0,0.6666666666666666,0.4444444444444444,0.4166666666666667,0.5,4,2,164.8,156.8,155.4,165.8,1,1
419140,184,164.35,0.4,0.6,0.0,4.0,1.0,2.0,1.0,0.6666666666666666,0.4444444444444444,0.375,0.5,3,3,178.8,157.0,167.4,162.4,1,1
419139,200,136.25,1.0,0.6,0.0,3.0,2.0,2.0,1.0,0.75,0.3846153846153846,0.5555555555555556,0.3333333333333333,2,0,158.0,160.4,155.2,170.0,0,1
419141,159,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,0.8,0.7142857142857143,0.4166666666666667,0.5,3,1,171.0,178.8,144.4,168.6,1,1
419142,165,170.4090909090909,0.25,0.4545454545454545,0.0,2.0,3.0,1.0,2.0,0.25,0.6666666666666666,0.6666666666666666,0.5,2,5,176.6,182.6,170.2,148.8,1,1
419144,181,142.22727272727272,1.0,0.5454545454545454,0.0,1.0,3.0,0.0,3.0,0.75,0.3571428571428571,0.6666666666666666,0.5,2,4,171.2,167.6,178.6,148.4,1,1
419143,153,151.14285714285714,0.75,0.0,1.0,2.0,3.0,1.0,2.0,0.5555555555555556,0.3333333333333333,0.8,0.75,1,3,168.8,182.8,166.2,179.8,0,1
419145,184,149.5,0.5555555555555556,0.3636363636363636,0.0,3.0,2.0,1.0,2.0,0.375,0.5,0.4166666666666667,0.5,2,0,165.8,169.0,141.6,168.2,0,0
419146,154,171.27272727272728,0.4,0.0,0.5454545454545454,2.0,3.0,2.0,1.0,0.6666666666666666,0.5,0.5555555555555556,0.3,4,1,167.2,150.8,169.0,177.6,0,1
419147,138,158.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,0.25,0.6923076923076923,0.4615384615384615,0.5,3,1,182.6,176.6,149.2,174.8,0,1
419148,160,152.45833333333334,0.6,1.0,0.3333333333333333,3.0,2.0,1.0,2.0,0.75,0.4,0.375,0.5,3,1,176.4,169.8,168.4,179.2,0,0
419150,174,151.625,0.75,0.0,1.0,2.0,2.0,1.0,2.0,0.6666666666666666,0.4545454545454545,0.8,0.75,3,3,161.8,146.4,167.4,180.8,1,0
