match_id,team1_score,venue_avg_score,chasing_win_rate_venue,team1_win_rate_at_venue,team2_win_rate_at_venue,team1_total_wins_against_team2,team2_total_wins_against_team1,team1_wins_against_team2_last_three,team2_wins_against_team1_last_three,team1_chasing_win_rate,team1_defending_win_rate,team2_chasing_win_rate,team2_defending_win_rate,team1_form_last_5,team2_form_last_5,team1_last_5_avg_score,team1_last_5_runs_conceded,team2_last_5_avg_score,team2_last_5_runs_conceded,winner_slot,toss_winner_slot
335982,222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0
335983,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,1
335984,129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
335985,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,82.0,222.0,0,1
335986,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,222.0,82.0,0,1
335987,166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,207.0,240.0,129.0,132.0,0,1
335988,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,110.0,112.0,132.0,129.0,0,1
335989,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,240.0,207.0,165.0,166.0,1,0
335990,214,142.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,126.0,127.5,148.5,149.0,0,0
335991,182,223.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,186.5,204.0,183.5,187.0,1,0
335992,135,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,124.0,193.5,171.33,170.67,0,0
335993,147,205.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2,167.0,96.0,224.0,204.5,0,1
335994,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,161.0,185.33,155.33,157.33,0,0
335995,158,186.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,137.5,135.5,185.0,174.67,0,1
335996,178,144.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1,200.0,185.33,127.67,175.0,1,1
335997,137,111.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,160.33,114.67,159.25,177.75,0,1
335998,191,130.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,144.33,144.33,137.0,175.75,1,0
336000,196,167.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,2,163.0,161.75,154.5,120.5,1,1
335999,164,179.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,2,155.25,156.5,179.25,170.5,0,0
336001,169,177.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,3,194.5,180.25,156.0,153.5,0,1
336003,178,177.5,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,2,176.8,169.2,153.8,135.6,1,1
336034,156,153.33333333333334,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,145.8,178.8,157.0,158.6,1,0
336004,162,154.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,155.0,169.6,159.2,156.6,1,0
336005,109,170.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.5,4,4,189.4,178.6,169.6,159.6,0,1
336006,126,153.625,0.3333333333333333,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,2,4,160.6,165.0,171.0,155.0,0,0
336007,144,175.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,3,1,163.2,159.2,165.6,167.4,0,0
336008,103,151.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,5,2,165.8,155.0,154.4,163.0,0,0
336009,187,158.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,3,2,159.4,163.2,150.4,148.4,0,0
336010,129,124.25,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,143.2,154.8,152.6,157.4,1,1
336011,140,150.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.0,1.0,0.5,2,4,166.8,167.6,152.8,142.6,0,0
336013,181,167.75,0.5,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.5,2,5,157.6,156.4,163.2,146.6,1,0
336015,156,147.625,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,2,4,168.2,172.4,137.6,127.8,0,0
336014,204,174.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1,2,146.6,157.6,152.0,152.4,1,1
336016,143,176.5,0.0,0.0,0.75,0.0,1.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.5,1,4,150.4,155.6,159.4,159.6,0,1
336017,133,125.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2,2,158.0,163.4,167.8,171.8,1,1
336018,156,165.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.3333333333333333,0.0,2,3,158.2,156.0,134.8,142.0,0,0
336020,194,168.0,0.5,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,1,1,151.6,162.2,157.2,162.4,1,0
336021,67,161.25,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.6,0.5,0.0,3,4,157.2,157.8,143.2,136.8,0,0
336022,118,173.0,0.3333333333333333,0.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.5,1,4,156.0,164.8,155.8,156.6,0,1
336023,197,149.6,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,4,1,141.8,132.0,146.0,148.8,1,0
336024,178,179.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6,0.0,0.5,0.0,5,1,126.0,119.2,160.8,167.8,1,0
336025,149,124.125,0.0,0.75,0.0,0.0,1.0,0.0,1.0,0.0,0.6,1.0,0.5,3,2,140.4,132.2,155.6,153.2,0,1
336026,154,148.2,0.5,0.2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,136.2,150.0,153.0,151.2,0,0
336027,147,119.7,0.0,0.6,0.0,0.0,1.0,0.0,1.0,0.0,0.5,1.0,0.5,3,4,136.4,107.6,142.0,128.2,0,0
336029,126,168.6,0.3333333333333333,0.0,0.6,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0,3,135.8,151.0,144.8,161.0,1,1
336028,189,130.0,1.0,0.0,0.6666666666666666,1.0,0.0,1.0,0.0,0.6666666666666666,0.5,0.6,0.0,4,5,141.2,147.4,134.0,122.4,1,0
336031,175,169.9,0.0,0.0,0.8,0.0,1.0,0.0,1.0,0.4,0.0,0.6666666666666666,0.5,1,4,160.8,172.2,143.4,151.2,0,0
336033,211,160.33333333333334,0.3333333333333333,0.0,0.5,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.5,4,3,150.0,135.8,138.4,156.6,1,1
336032,176,159.6,0.3333333333333333,0.0,0.6,1.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,4,2,139.2,133.6,147.2,144.4,0,0
336035,174,124.5,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.75,0.5,0.0,0.5,4,2,153.6,161.0,140.0,112.8,0,1
336002,165,176.3,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,1.0,0.4,0.0,0.0,0.5,0,1,166.2,179.0,135.8,148.0,0,1
336036,145,152.08333333333334,0.6666666666666666,0.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.6666666666666666,3,5,153.6,148.8,171.6,155.2,0,0
336037,147,174.91666666666666,0.6666666666666666,0.0,0.0,1.0,0.0,1.0,0.0,0.4,0.0,1.0,0.5,0,2,171.2,185.0,141.0,161.4,0,1
336012,122,149.5,0.6,0.1666666666666666,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,2,2,145.2,155.2,151.0,146.8,0,0
336019,221,171.0,0.5,0.8333333333333334,0.0,0.0,1.0,0.0,1.0,0.75,0.3333333333333333,1.0,0.6666666666666666,4,5,155.8,159.8,172.6,156.2,1,0
336038,192,144.625,0.6666666666666666,0.0,0.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.6666666666666666,0.6666666666666666,0.0,4,3,176.8,169.2,151.8,147.8,1,0
336039,112,143.6,0.5,1.0,0.0,0.0,2.0,0.0,2.0,0.75,0.3333333333333333,1.0,0.5,4,2,171.2,167.2,134.4,158.2,0,1
336040,163,135.16666666666666,0.6666666666666666,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.5,0.8571428571428571,0.6666666666666666,3,4,126.4,149.0,175.8,160.2,0,0
392181,165,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5714285714285714,0.0,1.0,0.5,2,2,162.6,157.8,148.0,152.0,1,0
392182,133,155.5,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.5,0.875,0.6666666666666666,2,4,141.0,151.6,178.6,163.4,1,1
392183,104,125.5,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.75,0.25,0.5,0.0,3,3,174.8,166.8,147.2,159.6,0,0
392184,101,110.66666666666669,0.5,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.5,0.4,0.0,2,0,134.2,111.4,164.4,173.8,0,1
392185,179,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.6666666666666666,2,3,154.8,159.8,141.2,123.8,1,1
392186,158,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.75,0.25,0.0,0.4285714285714285,2,1,157.8,140.8,127.8,110.2,0,0
392188,184,108.625,0.5,1.0,1.0,0.0,2.0,0.0,2.0,0.4,0.0,0.0,0.6666666666666666,1,3,148.8,155.2,127.8,128.0,1,1
392189,189,118.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6,0.0,0.5,0.6,3,3,120.0,144.0,150.4,135.0,1,1
392191,168,151.5,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.6666666666666666,0.75,0.25,2,1,134.6,142.4,153.8,121.6,0,1
392192,168,157.83333333333334,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4,0.2,0.5714285714285714,0.0,2,2,155.0,151.6,160.0,156.4,1,1
392194,149,133.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.5,0.6,0.3333333333333333,1,4,134.0,144.0,134.2,161.2,0,1
392195,139,126.08333333333331,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,0.75,0.25,0.875,0.6666666666666666,2,2,153.6,120.2,148.8,150.8,1,1
392196,165,158.875,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,0.4,0.3333333333333333,2,3,156.8,143.4,153.6,147.2,0,0
392197,187,141.25,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.5714285714285714,0.0,0.5,0.4285714285714285,2,2,153.6,152.2,130.4,147.2,1,1
392198,143,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.6,0.3333333333333333,0.875,0.6666666666666666,4,2,132.6,160.2,135.2,134.4,0,1
392199,139,160.5,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.5,0.4285714285714285,0.0,0.4,2,1,120.0,154.6,139.4,148.8,0,1
392200,119,157.25,1.0,0.5,0.0,2.0,0.0,2.0,0.0,0.75,0.4,0.5714285714285714,0.5,2,3,137.2,106.6,155.8,135.4,1,1
392201,148,145.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.5,0.3333333333333333,0.6,0.25,4,3,154.4,146.0,125.4,154.4,0,0
392202,164,147.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,0.5,0.6,0.875,0.6666666666666666,1,2,166.6,154.8,126.2,145.6,1,0
392204,145,151.57142857142858,1.0,0.5,0.6666666666666666,0.0,3.0,0.0,3.0,0.0,0.4,0.75,0.5,1,3,141.4,165.0,138.6,106.6,1,1
392203,148,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.5714285714285714,0.5,0.5,0.375,3,1,150.0,130.0,112.8,148.4,1,1
392206,163,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.5,0.6,0.6666666666666666,0.25,2,4,166.8,147.2,138.0,145.6,1,0
392205,141,141.16666666666666,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.5,0.3333333333333333,0.7777777777777778,0.6666666666666666,4,1,154.6,146.4,118.6,145.8,0,1
392207,153,141.25,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.5,0.375,0.75,0.5,1,3,120.4,157.2,145.2,124.0,0,1
392208,149,154.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5714285714285714,0.6666666666666666,0.0,0.5,3,2,154.4,133.4,153.0,156.6,0,1
392209,178,143.5,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.5,0.6,0.5,0.2857142857142857,3,3,170.2,143.2,162.0,154.6,1,1
392210,211,150.25,1.0,0.0,0.5,1.0,2.0,1.0,2.0,0.7777777777777778,0.6666666666666666,0.75,0.5,2,4,135.4,147.4,144.4,138.8,1,0
392211,154,152.66666666666666,0.6666666666666666,0.5,1.0,1.0,0.0,1.0,0.0,0.5,0.3333333333333333,0.5714285714285714,0.25,0,3,135.2,156.4,155.4,157.4,0,1
392212,145,146.33333333333334,0.5,0.0,0.0,2.0,1.0,2.0,1.0,0.5,0.2857142857142857,0.5714285714285714,0.5,2,2,145.2,158.2,151.2,134.2,1,1
392213,105,143.625,0.5,0.0,0.5,1.0,2.0,1.0,2.0,0.0,0.5,0.7777777777777778,0.6666666666666666,3,3,151.0,149.6,147.6,144.0,0,0
392214,185,136.1,0.6666666666666666,1.0,0.0,3.0,0.0,3.0,0.0,0.5,0.6666666666666666,0.6,0.5,3,3,170.0,145.8,136.4,147.4,1,1
392215,116,141.25,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5714285714285714,0.5,0.5714285714285714,0.25,2,3,145.2,129.6,149.0,152.2,0,1
392217,140,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.8,0.6666666666666666,0.5,0.7142857142857143,4,4,146.6,137.2,171.0,142.8,0,1
392216,168,140.5,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.5,0.375,0.6,0.5,2,2,140.6,152.2,143.4,162.0,0,0
392219,123,151.75,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.3,0.5714285714285714,0.25,0,3,136.0,157.8,142.6,145.6,0,0
392218,157,143.7,0.0,1.0,0.0,1.0,2.0,1.0,2.0,0.5714285714285714,0.4,0.0,0.5,1,3,131.0,134.2,138.4,136.4,1,1
392220,166,154.5,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.5,0.375,0.8,0.5,1,3,140.4,153.0,145.2,136.8,1,1
392221,173,143.33333333333334,0.6666666666666666,0.0,0.0,2.0,1.0,2.0,1.0,0.5,0.3,0.0,0.5,0,3,141.6,145.4,136.8,137.8,0,0
392222,119,147.78571428571428,0.75,0.0,0.0,3.0,0.0,3.0,0.0,0.6666666666666666,0.5,0.5714285714285714,0.5,2,2,153.4,172.4,139.2,138.6,0,1
392223,173,152.95,0.6666666666666666,1.0,1.0,3.0,0.0,3.0,0.0,0.625,0.25,0.5,0.4444444444444444,4,2,139.0,140.8,144.0,145.6,1,0
392225,145,154.22727272727272,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.8,0.5,0.5714285714285714,0.5,3,2,142.6,137.2,134.0,134.6,1,1
392224,129,153.375,0.5,0.0,0.6666666666666666,2.0,1.0,2.0,1.0,0.5,0.7142857142857143,0.25,0.5,5,3,166.2,137.0,143.4,144.6,0,1
392226,120,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.625,0.25,0.6666666666666666,0.4285714285714285,4,2,143.6,143.4,149.8,167.8,0,0
392227,147,144.58333333333334,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5714285714285714,0.5,0.5,0.625,2,4,132.8,133.6,159.2,138.2,0,1
392228,160,142.5,0.5,0.0,0.0,2.0,1.0,2.0,1.0,0.5,0.3,0.4285714285714285,0.4444444444444444,0,2,148.4,152.0,148.0,151.8,0,0
392229,134,147.625,0.6666666666666666,0.0,1.0,3.0,0.0,3.0,0.0,0.7142857142857143,0.4285714285714285,0.5,0.4444444444444444,2,3,143.6,161.2,161.2,148.2,1,0
392230,150,121.5,1.0,0.0,0.0,1.0,3.0,0.0,3.0,0.625,0.25,0.8,0.6,4,3,138.6,135.4,143.2,137.6,1,1
392231,188,144.375,0.75,1.0,0.0,2.0,0.0,2.0,0.0,0.5,0.625,0.5,0.3,4,0,156.8,138.6,152.6,155.6,0,1
392232,134,144.8,0.5,0.5,1.0,3.0,0.0,3.0,0.0,0.625,0.4,0.25,0.5,4,3,137.2,131.8,140.8,143.0,0,1
392233,101,151.6153846153846,0.5,1.0,0.3333333333333333,2.0,0.0,2.0,0.0,0.8,0.6,0.5,0.3,2,1,128.2,141.0,159.8,162.4,0,0
392234,116,148.03571428571428,0.6,0.0,0.4,4.0,0.0,3.0,0.0,0.5,0.5555555555555556,0.7142857142857143,0.4285714285714285,3,3,158.8,156.4,143.8,145.6,1,1
392236,170,149.27777777777777,0.75,0.5,0.5,2.0,1.0,2.0,1.0,0.25,0.5,0.4444444444444444,0.4444444444444444,3,2,137.8,140.0,158.8,149.8,1,1
392235,165,150.75,0.75,0.5,0.5,1.0,2.0,1.0,2.0,0.5714285714285714,0.4285714285714285,0.625,0.3333333333333333,2,3,137.0,134.8,140.4,135.6,0,0
392237,153,152.0909090909091,0.8,0.6666666666666666,0.3333333333333333,4.0,0.0,3.0,0.0,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.4444444444444444,3,2,148.6,144.0,156.8,150.0,0,0
392238,146,143.08333333333334,0.5,1.0,1.0,2.0,2.0,1.0,2.0,0.5,0.6,0.25,0.5714285714285714,3,4,145.0,140.0,150.8,150.2,0,0
392239,143,143.71428571428572,0.6,0.5,1.0,1.0,3.0,1.0,2.0,0.5,0.4444444444444444,0.4,0.5714285714285714,2,5,154.4,158.0,152.4,148.0,1,0
419106,161,142.25,0.75,0.0,1.0,2.0,2.0,1.0,2.0,0.6666666666666666,0.3,0.5,0.4444444444444444,2,3,149.4,151.2,150.8,150.8,1,0
419107,212,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.5714285714285714,0.4285714285714285,0.8,0.6,2,1,146.8,144.4,127.0,140.4,1,1
419108,142,175.21428571428572,0.3333333333333333,0.8571428571428571,0.0,3.0,1.0,2.0,1.0,0.7142857142857143,0.4285714285714285,0.6666666666666666,0.3333333333333333,3,2,127.4,131.8,144.6,142.6,0,0
419109,135,131.64285714285714,1.0,0.0,0.5714285714285714,2.0,2.0,2.0,1.0,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.3,4,3,144.6,142.0,157.0,156.2,0,0
419110,190,166.85714285714286,0.3333333333333333,1.0,0.4285714285714285,2.0,2.0,1.0,2.0,0.4545454545454545,0.4444444444444444,0.5,0.6,2,2,147.6,151.0,146.0,141.8,1,1
419111,141,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.8,0.6,0.7,0.3333333333333333,1,3,140.6,154.6,149.8,146.4,0,0
419112,203,145.85714285714286,0.6666666666666666,1.0,0.1428571428571428,3.0,1.0,2.0,1.0,0.7142857142857143,0.4285714285714285,0.3333333333333333,0.5714285714285714,2,3,122.0,127.4,145.2,143.4,0,1
419113,164,132.125,1.0,1.0,0.625,2.0,1.0,2.0,1.0,0.5,0.6,0.75,0.3,2,4,152.0,153.4,149.6,148.0,1,1
419114,218,162.58333333333334,0.5,0.0,0.6666666666666666,1.0,3.0,0.0,3.0,0.5714285714285714,0.5,0.7272727272727273,0.3333333333333333,2,3,157.8,157.8,148.2,147.4,1,0
419115,92,153.0625,0.6666666666666666,1.0,0.25,3.0,1.0,2.0,1.0,0.8,0.6,0.3333333333333333,0.5714285714285714,1,3,146.2,149.8,159.0,157.2,0,0
419117,170,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.4545454545454545,0.5,0.7142857142857143,0.375,3,2,159.0,156.0,138.8,143.8,1,0
419116,185,163.5,0.4,0.5714285714285714,1.0,2.0,2.0,1.0,2.0,0.6666666666666666,0.3333333333333333,0.5,0.6363636363636364,3,2,145.4,164.0,154.6,145.8,0,1
419118,168,141.5,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.8,0.6,0.75,0.3,0,4,135.6,139.8,139.4,147.6,1,1
